鄉鎮市區,交易筆棟數_土地,交易筆棟數_建物,交易筆棟數_車位,移轉層次,總樓層數,建物型態,主要用途,主要建材,建物現況格局.房,建物現況格局.廳,建物現況格局.衛,建物現況格局.隔間,有無管理組織,有無附傢俱,年份(+1911),月份,建築完成年,建築完成月,成交時屋齡, 總價.元. ,單價.元.坪,土地移轉總面積.坪,建物移轉總面積.坪,車位移轉總面積.坪,交易標的橫坐標,交易標的縱坐標,Longitude,Latitude
文山區,1,1,0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,4,1983,3,30,11100000,336152.0661,6.285921713,33.02075141,0,305722,2764674,121.55197,24.98893
文山區,3,2,0,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2,2,2,有,有,NA,2013,4,2003,9,10,14100000,461728.9256,19.70778631,30.53723758,0,306569,2766979,121.56046,25.00971
文山區,2,5,0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,9,5,5,有,無,NA,2012,12,1968,3,44,29100000,301580.1653,40.53481759,96.49101579,0,306291,2764612,121.55761,24.98835
萬華區,0,0,1,地下三層,6,其他,見使用執照,鋼筋混凝土造,0,0,0,有,有,NA,2013,5,1992,9,21,600000,NA,0.659447032,3.893157481,3.893157481,299913,2768805,121.49458,25.02643
中正區,1,1,1,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,4,2,2,有,無,NA,2013,3,2004,10,9,42000000,1049851.24,12.76544256,40.00544498,1.772642023,303549,2769784,121.53065,25.03514
內湖區,1,1,1,一層,4,其他,住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,4,1992,12,21,15000000,436581.8182,8.766410551,34.35779539,0,306519,2775906,121.56033,25.0903
中山區,1,1,0,三層,13,套房(1房1廳1衛),住家用,鋼筋混凝土造,1,1,1,有,有,NA,2013,3,2010,3,3,8000000,814733.8843,1.279569242,9.819105814,0,304121,2771565,121.53639,25.0512
內湖區,1,1,1,九層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,4,2,1,有,有,NA,2013,3,2006,7,7,12900000,923844.6281,3.263960312,13.96333716,0,311180,2773817,121.60644,25.07126
信義區,1,1,0,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0,0,0,無,有,NA,2013,4,1994,7,19,4600000,443990.0826,2.819287313,10.36057838,0,307770,2768415,121.57242,25.02262
信義區,1,1,0,四層,5,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,3,2,2,有,無,NA,2013,3,1989,4,24,25000000,633242.9752,9.670881481,39.47909734,0,308014,2770485,121.57492,25.0413
南港區,1,1,2,十一層，見其他登記事項,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,5,2,2,有,有,NA,2013,4,2011,12,2,55000000,662740.4959,24.04561679,99.84875068,24.10309154,311943,2772879,121.61396,25.06276
內湖區,1,1,0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,4,1984,11,29,13750000,407117.3554,9.313933087,33.77397302,0,312602,2773697,121.62053,25.07012
北投區,1,1,0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,1,1,有,有,NA,2013,4,1984,9,29,6000000,403966.9421,3.145985843,14.85570815,0,303517,2779994,121.53073,25.12731
大安區,1,1,0,八層,13,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1,1,1,有,有,NA,2013,4,2009,2,4,8300000,1072214.876,1.455018452,7.740940166,0,305981,2769664,121.55474,25.03397
大安區,1,1,0,三層,10,套房(1房1廳1衛),住家用,鋼筋混凝土造,1,1,1,有,有,NA,2013,3,2007,12,6,12050000,877418.1818,3.593683828,13.7334382,0,303052,2768524,121.52567,25.02378
松山區,1,1,0,四層,4,公寓(5樓含以下無電梯),住家用,加強磚造,4,2,2,有,無,NA,2013,3,1970,1,43,20800000,589811.5702,12.09994555,35.26529131,0,305693,2771140,121.55195,25.0473
士林區,1,1,0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,4,1978,7,35,11100000,401117.3554,7.199467602,27.67257547,0,303445,2778256,121.52995,25.11163
士林區,5,1,0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,4,1979,5,34,20500000,534158.6777,11.10472503,38.3780023,0,303172,2779444,121.52729,25.12236
士林區,1,1,1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,2,有,有,NA,2013,3,2005,5,8,40880000,698003.3058,11.05632525,58.56676145,12.48109384,303714,2777849,121.5326,25.10794
北投區,3,1,0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2,2,2,有,有,NA,2013,3,1981,5,32,18800000,371679.3388,10.37570331,50.58079739,0,303376,2780185,121.52934,25.12904
北投區,1,1,0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1,2,1,有,有,NA,2013,4,1996,11,17,8150000,467097.5207,5.30885111,17.44812148,0,302589,2779542,121.52151,25.12327
北投區,4,1,0,五層,6,套房(1房1廳1衛),住家用,鋼筋混凝土造,1,1,1,有,有,NA,2013,3,1994,9,19,6040000,463917.3554,2.686187912,13.01954141,0,302769,2779363,121.52329,25.12164
士林區,2,1,0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,4,2,2,有,無,NA,2013,4,1984,11,29,35180000,764512.3967,8.911609898,46.01609293,0,303109,2778701,121.52663,25.11566
信義區,1,1,0,三層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,1,有,無,NA,2013,6,NA,NA,NA,13350000,499910.7438,8.016213927,26.70457983,0,308833,2770047,121.58302,25.03732
北投區,1,1,1,一層，電梯樓梯間,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,4,1996,2,17,13200000,275447.9339,20.02540989,47.92183435,0,300874,2781791,121.50458,25.14363
內湖區,1,1,1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,3,1998,11,15,31000000,545857.8512,7.877064553,56.79109444,11.14102487,308931,2774573,121.58418,25.07817
內湖區,1,1,1,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2,2,1,有,有,NA,2013,4,2008,12,5,18880000,540188.4298,6.110472503,34.95069272,0,311570,2773986,121.61032,25.07277
內湖區,1,1,0,七層,7,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,2,1,1,有,有,NA,2013,3,1984,1,29,15200000,500029.7521,11.31949906,30.39808821,0,308433,2774274,121.57923,25.07549
松山區,1,1,0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,2,2,2,有,無,NA,2013,4,NA,NA,NA,11000000,558839.6694,8.718010769,19.68358642,0,306980,2773098,121.56478,25.06493
內湖區,1,1,0,十六層,21,套房(1房1廳1衛),住家用,鋼筋混凝土造,1,1,1,有,有,NA,2013,4,1997,1,16,7100000,580393.3884,2.162865267,12.23304495,0,310259,2774765,121.59736,25.07985
中山區,1,1,1,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,4,2000,6,13,6971254,148297.5207,14.2446609,47.00828846,0,306340,2774585,121.5585,25.07838
中山區,3,1,1,三層,12,套房(1房1廳1衛),商業用,鋼筋混凝土造,2,1,1,有,有,NA,2013,4,2006,2,7,9400000,547276.0331,1.724242241,17.17587271,0,303322,2772982,121.52852,25.06402
大同區,2,1,0,四層,4,公寓(5樓含以下無電梯),住家用,加強磚造,2,0,1,有,無,NA,2013,4,NA,NA,NA,2800000,172016.5289,8.046463791,16.27745175,0,301926,2773991,121.51472,25.07318
大同區,2,1,0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,1,2,有,無,NA,2013,4,1984,11,29,6000000,200552.0661,6.382721278,29.91711537,0,301371,2773368,121.5092,25.06757
中正區,1,1,0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,0,3,有,無,NA,2013,4,1968,12,45,22300000,872208.2645,10.1337044,25.56718495,0,303214,2769828,121.52733,25.03555
文山區,1,1,1,十二層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2,2,2,有,有,NA,2013,4,1995,8,18,5000000,508740.4959,0.983120576,9.828180773,0,304908,2764911,121.54392,24.9911
文山區,1,1,0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,3,3,有,有,NA,2013,4,1984,3,29,13000000,421738.843,10.71752677,30.82461129,0,305274,2765214,121.54756,24.99382
文山區,1,1,0,十層,12,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,2,2,1,有,有,NA,2013,4,1983,9,30,11630000,379454.5455,19.90441043,30.64916208,0,306777,2766186,121.56249,25.00254
大安區,1,1,3,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,3,有,無,NA,2009,12,2012,11,NA,142290000,1033299.174,20.20993406,165.8327788,38.28725271,306165,2769973,121.55658,25.03675
大安區,1,1,0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,2,2,1,有,無,NA,2013,4,NA,NA,NA,18350000,798697.5207,6.412971142,22.97477161,0,303406,2768480,121.52918,25.02337
士林區,1,1,0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,3,2,2,有,無,NA,2013,4,1983,12,30,26800000,411629.7521,9.468207393,65.10678202,0,303837,2777919,121.53382,25.10857
士林區,2,0,0,0,NA,其他,NA,NA,0,0,0,有,無,NA,2013,4,NA,NA,NA,800000,1101927.273,0.725996733,0,0,301334,2775515,121.50891,25.08695
大安區,1,2,0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,4,1986,6,27,2850000,227900.8264,2.16891524,12.50529373,0,305032,2769676,121.54534,25.03411
北投區,2,1,1,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1,1,1,有,有,NA,2013,3,2005,11,8,4380000,285927.2727,1.76659205,15.31853107,6.007622966,300711,2780805,121.50293,25.13473
北投區,1,1,0,全,1,透天厝,住家用,磚造,1,1,1,有,無,NA,2013,4,1963,7,50,10000000,658786.7769,33.87984754,15.17938169,0,300392,2781654,121.4998,25.14241
北投區,1,1,0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,4,1977,1,36,11400000,419292.562,7.441466513,27.18857765,0,301237,2778698,121.50807,25.11569
北投區,1,1,0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1,1,1,有,有,NA,2013,4,1999,1,14,7600000,691930.5785,3.947607236,10.98372557,0,302929,2778413,121.52484,25.11306
北投區,1,1,0,三層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,2,1,1,有,無,NA,2013,4,1976,9,37,6208253,249279.3388,7.789339948,24.90471293,0,302508,2778085,121.52065,25.11012
士林區,2,1,0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,4,1982,2,31,13020000,389408.2645,8.24006292,33.43517454,0,301085,2775482,121.50644,25.08667
北投區,1,2,1,三層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,4,2012,7,1,24920000,500350.4132,7.580615887,55.5780749,9.970355133,299011,2781333,121.48609,25.13956
北投區,1,1,0,四層，五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,4,1989,8,24,13580000,307127.2727,13.03164136,44.21622603,0,297112,2779029,121.46718,25.11882
松山區,1,1,0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,1,有,無,NA,2012,12,1987,1,25,12000000,366631.405,6.800169399,32.72732773,0,305715,2771807,121.55219,25.05332
南港區,1,1,1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2,1,2,有,有,NA,2013,4,2010,12,3,22600000,512981.8182,8.45786194,44.05590175,0,311967,2772731,121.6142,25.06142
松山區,1,1,1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,2,有,有,NA,2013,5,2006,12,7,23000000,341907.438,14.48363482,67.26964729,0,306631,2772112,121.56128,25.05604
南港區,3,1,0,二層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,4,2012,3,1,17280000,639114.0496,5.52665013,27.03732833,0,309455,2770990,121.58922,25.04581
松山區,1,1,0,四層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,4,1975,2,38,15500000,609996.6942,8.696835864,25.40988566,0,307356,2771474,121.56844,25.05026
南港區,1,1,1,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2,2,2,有,有,NA,2013,4,2007,10,6,15600000,521966.9421,6.340371468,29.88686551,3.288160203,310265,2772241,121.5973,25.05707
松山區,1,1,0,全,3,透天厝,住家用,加強磚造,2,1,1,有,無,NA,2013,4,NA,NA,NA,320000,381894.2149,0.483997822,0.837921229,0,306934,2771644,121.56427,25.05181
信義區,1,1,1,五層,8,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1,2,1,有,有,NA,2013,3,2007,11,6,25500000,1024879.339,6.382721278,31.89848146,8.969084639,306892,2769213,121.56375,25.02986
松山區,1,2,1,二層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,2,2,2,有,無,NA,2013,4,2009,7,4,18000000,645031.405,5.454050457,27.90549943,0,306922,2771789,121.56415,25.05312
中山區,1,1,0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,5,3,3,有,無,NA,2013,4,1971,6,42,3350000,431580.1653,2.93121181,7.76211507,0,303991,2772454,121.53513,25.05923
內湖區,1,1,1,九層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1,1,1,有,有,NA,2013,4,2009,6,4,9500000,576343.8017,2.323189546,16.48315083,0,310936,2773784,121.60402,25.07097
中山區,1,1,0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0,0,0,無,有,NA,2013,3,1980,12,33,7250000,486935.5372,1.240244419,14.888983,0,303640,2771073,121.5316,25.04677
內湖區,1,1,1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,1,有,有,NA,2013,4,2012,2,1,18600000,492145.4545,16.48617581,44.77584851,11.45259846,312679,2774317,121.62132,25.07571
內湖區,2,0,0,0,NA,其他,NA,NA,0,0,0,有,無,NA,2013,3,NA,NA,NA,12512000,799266.1157,15.65430456,0,0,308699,2771978,121.58177,25.05476
內湖區,1,1,1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2,2,1,有,無,NA,2013,4,2012,2,1,15800000,461880.9917,14.78915845,41.33038901,11.45259846,312677,2774319,121.6213,25.07573
中山區,1,4,0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0,0,0,無,無,NA,2013,4,1978,5,35,233700000,527523.9669,87.11960796,443.0122814,0,302628,2772545,121.52163,25.0601
內湖區,1,1,1,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2,1,1,有,有,NA,2013,4,2008,11,5,16480000,632598.3471,5.901748442,26.05118277,0,310757,2773447,121.60223,25.06794
中山區,1,1,0,二層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,1,1,0,有,無,NA,2013,4,1982,12,31,5436000,399960.3306,1.709117309,13.59126384,0,303212,2773132,121.52744,25.06538
內湖區,2,1,0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,1,有,無,NA,2013,4,1983,10,30,14500000,423444.6281,9.410732652,34.24284591,0,308397,2775045,121.57891,25.08246
中山區,1,1,0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1,0,1,有,無,NA,2013,4,1982,12,31,3908000,399844.6281,0.958920685,9.773731018,0,303183,2773161,121.52715,25.06564
內湖區,3,2,0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,3,3,有,無,NA,2013,4,1985,12,28,13300000,429616.5289,7.414241636,30.95771069,0,306696,2775680,121.56207,25.08825
內湖區,1,1,0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,5,1986,1,27,18300000,512849.5868,9.546857039,35.68273943,0,311833,2773942,121.61292,25.07236
內湖區,1,1,0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,4,1985,10,28,13800000,458628.0992,8.109988505,30.0895396,0,311590,2773865,121.61051,25.07168
內湖區,2,1,0,十一層，十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,3,有,有,NA,2013,4,1983,3,30,24500000,541824.7934,5.904773429,45.21749652,0,308669,2775215,121.58161,25.08398
內湖區,1,1,0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2,1,2,有,有,NA,2013,4,1994,5,19,13350000,580763.6364,4.58890435,22.98687156,0,311449,2773631,121.6091,25.06957
內湖區,2,1,0,一層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,5,2,3,有,有,NA,2013,4,1983,3,30,20200000,366300.8264,4.29548067,55.14550185,0,308681,2775203,121.58173,25.08387
內湖區,1,2,1,十二層，電梯樓梯間,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,有,NA,2013,4,1996,11,17,23800000,512056.1983,6.225421986,46.47589086,12.53856858,308187,2774478,121.5768,25.07734
內湖區,0,0,1,0,NA,其他,NA,NA,0,0,0,有,有,NA,2013,4,NA,NA,NA,1250000,NA,0.015124932,9.958255188,0,311576,2773980,121.61038,25.07271
中山區,1,1,0,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,4,2000,6,13,26000000,551847.9339,14.2446609,47.11416299,0,306345,2774580,121.55855,25.07834
文山區,1,1,1,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,4,1995,6,18,19000000,391728.9256,11.28017424,48.49960675,0,306546,2766606,121.56022,25.00634
中正區,1,1,0,三層,4,公寓(5樓含以下無電梯),NA,加強磚造,3,2,2,有,無,NA,2013,4,NA,NA,NA,24500000,742770.2479,12.70494283,32.98445157,0,302918,2770261,121.52441,25.03947
大同區,1,1,0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2,1,1,有,有,NA,2013,4,1987,8,26,6100000,477851.2397,1.675842459,12.76544256,0,301864,2772352,121.51405,25.05838
大同區,1,1,0,一層,4,公寓(5樓含以下無電梯),NA,鋼筋混凝土造,2,1,1,有,無,NA,2013,4,1974,2,39,9600000,535259.5041,5.293726178,17.93514429,0,301482,2772962,121.51028,25.0639
萬華區,1,1,2,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,4,2011,11,2,32500000,394049.5868,13.39161474,82.47625386,0,300314,2768332,121.49854,25.02214
大同區,1,1,0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,4,1979,1,34,16200000,443914.0496,9.558956985,36.49343578,0,301752,2773925,121.513,25.07259
文山區,1,1,0,八層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2,1,1,有,無,NA,2013,4,2008,1,5,12500000,609923.9669,3.536209087,20.49428278,0,305029,2765702,121.54515,24.99823
文山區,1,1,0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,2,1,1,有,無,NA,2013,4,NA,NA,NA,8200000,400109.0909,7.713715288,20.49428278,0,306577,2764798,121.56045,24.99002
文山區,2,1,0,一層,4,公寓(5樓含以下無電梯),NA,鋼筋混凝土造,3,1,1,有,無,NA,2013,4,NA,NA,NA,8000000,316796.6942,10.6449271,25.25258636,0,304488,2765065,121.53977,24.9925
文山區,1,1,0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,4,NA,NA,NA,9900000,304409.9174,11.09262508,32.52162865,0,305569,2766237,121.55052,25.00304
文山區,1,1,0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,1,有,無,NA,2013,4,NA,NA,NA,9500000,405381.8182,5.659749531,23.43456954,0,305114,2765327,121.54598,24.99485
文山區,1,1,0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2,2,1,有,有,NA,2013,4,2012,5,1,12150000,530026.4463,4.94887773,22.92334684,0,307663,2764509,121.57119,24.98737
文山區,1,1,1,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,2,有,有,NA,2013,4,2012,8,1,24240000,470089.2562,10.40292819,60.67517696,12.51436869,305519,2766639,121.55004,25.00668
文山區,1,1,0,四層,10,套房(1房1廳1衛),住家用,鋼筋混凝土造,1,1,1,有,有,NA,2013,4,2010,8,3,4930000,533295.8678,2.032790852,9.2443584,0,308573,2763945,121.58018,24.98224
文山區,4,1,1,十五層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,4,1995,8,18,16750000,361765.2893,15.74505415,46.30044165,10.43015306,306475,2766874,121.55952,25.00876
文山區,1,1,1,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2013,4,1994,8,19,12000000,320277.686,12.77451751,37.4674814,9.937080283,306625,2765144,121.56094,24.99314
文山區,1,1,0,陽台，三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,4,NA,NA,NA,14020000,457613.2231,11.79744691,30.63706213,0,305012,2765795,121.54499,24.99907
文山區,5,1,0,四層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,1,有,無,NA,2013,4,NA,NA,NA,13850000,443652.8926,11.57057293,31.21785952,0,308047,2764736,121.57501,24.9894
大同區,1,1,0,全,3,透天厝,住家用,加強磚造,1,1,1,有,無,NA,2013,4,NA,NA,NA,2500000,234720.6612,4.310605602,10.65097707,0,301687,2773144,121.51232,25.06554
萬華區,1,1,0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,6,4,3,有,無,NA,2013,4,1983,10,30,13000000,310965.2893,10.05807974,41.80531188,0,299624,2768719,121.49172,25.02566
萬華區,2,1,0,全,2,透天厝,NA,加強磚造,2,1,1,有,無,NA,2013,4,NA,NA,NA,12000000,702112.3967,14.8224333,17.09117309,0,299830,2769965,121.4938,25.0369
中正區,2,2,2,陽台，六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1,2,2,有,有,NA,2013,4,NA,NA,NA,49000000,1091606.612,5.792848932,44.88777301,2.35343941,303575,2770172,121.53092,25.03864
內湖區,2,1,0,一層,14,店面(店鋪),見其他登記事項,鋼筋混凝土造,0,1,1,有,有,NA,2013,4,2008,9,5,42000000,1549933.884,5.599249803,27.09782806,0,310979,2773883,121.60445,25.07186
中山區,1,1,0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1,1,1,有,有,NA,2013,4,2004,6,9,9100000,779543.8017,4.69780386,11.67342247,0,306958,2774475,121.56462,25.07736
內湖區,1,1,0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,4,1983,6,30,21800000,557441.3223,7.18434267,39.10702402,0,309523,2774578,121.59005,25.0782
內湖區,2,1,0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,4,1985,10,28,17200000,499775.2066,9.734406195,34.41527013,0,311861,2773831,121.61319,25.07136
內湖區,1,2,1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,2,有,有,NA,2013,4,2010,5,3,47460000,720780.1653,9.459132434,65.8448787,4.522354649,310321,2774841,121.59797,25.08054
內湖區,2,1,0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,1,有,無,NA,2013,4,1981,7,32,11580000,329583.4711,11.11682497,35.13521689,0,311934,2773380,121.6139,25.06728
內湖區,1,1,0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1,1,1,有,有,NA,2013,4,1996,5,17,4700000,273639.6694,2.991711537,17.17587271,0,312612,2774415,121.62066,25.0766
內湖區,1,2,1,六層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,3,有,有,NA,2013,4,2008,8,5,72000000,929606.6116,18.55224151,77.45477645,8.975134612,311427,2773983,121.6089,25.07275
松山區,1,1,0,一層,7,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,5,2,2,有,無,NA,2013,3,1983,10,30,43000000,587560.3306,8.125113437,73.18349567,0,306093,2770971,121.5559,25.04576
松山區,1,1,0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,2,1,1,有,無,NA,2013,4,1975,11,38,9760000,826023.1405,4.76435356,11.81559683,0,305056,2772134,121.54567,25.0563
信義區,3,1,0,十二層,12,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,1,2,1,有,有,NA,2013,4,NA,NA,NA,12000000,801563.6364,3.021961401,14.97065763,0,306446,2769743,121.55935,25.03466
信義區,1,1,0,五層,5,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,3,2,1,有,有,NA,2013,4,NA,NA,NA,17200000,525649.5868,9.625506685,32.72127775,0,308172,2770767,121.5765,25.04384
信義區,2,1,0,全,3,透天厝,NA,加強磚造,1,1,1,有,無,NA,2013,4,NA,NA,NA,9300000,941904.1322,6.125597435,9.873555569,0,306399,2770013,121.5589,25.0371
信義區,1,1,0,二層,4,公寓(5樓含以下無電梯),NA,鋼筋混凝土造,2,2,1,有,無,NA,2013,4,NA,NA,NA,12300000,560069.4215,8.091838587,21.96140117,0,307536,2771240,121.57022,25.04814
南港區,1,1,0,三層,4,公寓(5樓含以下無電梯),住家用,加強磚造,3,1,1,有,無,NA,2013,4,NA,NA,NA,7630000,327573.5537,6.352471414,23.29239518,0,312499,2770608,121.61937,25.04223
南港區,1,1,2,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2013,4,2010,7,3,40800000,582667.7686,14.29911065,70.0223849,13.01349144,311578,2772397,121.61032,25.05842
松山區,1,1,0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,4,2,2,有,無,NA,2013,4,NA,NA,NA,25800000,710211.5702,9.982455079,36.32706153,0,306011,2770899,121.55509,25.04512
松山區,3,2,0,二層,13,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,2,1,1,有,有,NA,2013,3,2001,3,12,22000000,603395.0413,8.025288886,36.46016093,0,305842,2772037,121.55346,25.0554
信義區,1,1,1,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,2,2,1,有,無,NA,2013,4,1992,12,21,11200000,380717.3554,5.922923347,29.41799262,7.55339101,307493,2767837,121.56965,25.01742
南港區,2,1,0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1,1,1,有,有,NA,2013,4,1995,6,18,6800000,500763.6364,2.943311755,13.57916389,0,309334,2770467,121.588,25.04109
南港區,1,1,1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,2,有,有,NA,2013,4,2012,10,1,41260000,736595.0413,10.0217799,69.15723879,14.0661867,312033,2772872,121.61486,25.06269
